text,keywords_formal.0.keywords,keywords_formal.0.is_formal,keywords_formal.0.annotator
آرزوی تغییر باور شیعیان برای همسان‌سازی‌شان با اهل‌تسنن و هموارسازی تشکیل خلافت اسلامی در جهان اسلام ، برای اسرائیل‌ستیزی و غرب‌ستیزی به سبک متوحشانۀ داعشی، محکوم به شکست است! اعتقادات شیعیان خالص را نمی‌توانند تخریب کنند چون ما هستیم چون امام معصوم‌مان هست چون خدا هست,"[""شیعیان"",""اهل‌تسنن"",""تشکیل خلافت اسلامی"",""جهان اسلام"",""اسرائیل‌ستیزی"",""غرب‌ستیزی""]",true,annotator3
صهیونیسم جهانی گرداننده تمام مشکلات در دنیاست ،بخصوص جهان اسلام و شیعیان.شیطان در راس این هرم ،برای ادامه حیات ازطریق یکی از ابزارهای قدرتمندش که رسانه ست مانع از امنیت وصلح جهانییست.تنها راه پایان بخشیدن به این امر،ظهور قائم آل محمدوسواد رسانه ای ست.هرموضوعی را راحت باور نکنیم,"[""جهان اسلام"",""شیعیان"",""ظهور قائم آل محمد"",""صهیونیسم جهانی"",""رسانه"",""امنیت و صلح جهانی""]",true,annotator3
"""بر ضد کینه توزی و نفرت ایدئولوژیک -که ایران و جهان اسلام را به ذلت کشانده- موضع گرفته‌ام، ماله‌کشِ غرب نشین میگوید """"به نفع اسرائیل"""" موضع گرفته ای! نفرت انگیزتر اینکه این جماعت توجیه گرِ نابخردی، حتی میخواهند #میرحسین را هم هم‌نظر خودشان جلوه بدهند. دروغی از این بالاتر نیست. https:// twitter.com/Pooyan_Fakhrae i/status/1078431688793812992 …""","[""ایران و جهان اسلام"",""ماله‌کشِ غرب نشین"",""به نفع اسرائیل"",""جماعت توجیه گرِ""]",false,annotator1
آخوند فاسد و درباری سعودی فتوا داده شیعه هاکافر هستن. ولی محمد بن سلمان که آدم ها مثل یک سگ وحشی تیکه تیکه می کنه مسلمان است! سعودی ها دست های خبیث استکبار در جهان اسلام هستن. https:// twitter.com/joshua_landis/ status/1078377289560264706 …,"[""آخوند فاسد و درباری سعودی "",""محمد بن سلمان"",""دست های خبیث استکبار"",""جهان اسلام""]",false,annotator1
شاید یکی از علل پابرجا ماندن انقلاب اسلامی و گسترش ان در جهان اسلام سخن امام ره بود که گفت: اینطور نشه که بشه اونطوری که زمان اون پدر و پسر شده بشه,"[""پابرجا ماندن انقلاب اسلامی"",""جهان اسلام"",""امام ره""]",false,annotator1
در زبان فارسى بويژه در حوزه فرهنگى و نقد هنر و ادبيات ، مفهوم طبقه متوسط مبهم و مخدوش مى شود و من بين مفهوم طبقه، كاست، طيف و خرده فرهنگ سردرگم مى شوم ! البته ارتباط طبقه متوسط و بورژواى اروپايى را نفهميدم، هرچند طبقه متوسط و بورژوازى اروپايى هميشه حامى حوزه فرهنگ رسمى هستند!,"[""حوزه فرهنگى"",""نقد هنر و ادبيات"",""طبقه متوسط"",""بورژواى اروپايى""]",true,annotator1
آره دارم کم کم از سبک زندگی ایرانی /اسلامی فاصله می‌گیرم,"[""سبک زندگی ایرانی اسلامی""]",true,annotator1
#روایت #تولیدی #شیخ_علیرضا_مصلی_نژاد #جوانی_که_حاجت_میدهد داستان شهید عبدالرحمن رحمانیان http:// Ansartv.ir/?p=528,"[""شیخ علیرضا مصلی نژاد"",""شهید عبدالرحمن رحمانیان""]",true,annotator1
#روایت #تولیدی گوینده #شیخ_علیرضا_مصلی_نژاد #شهید_کربلایی داستان شهید غلامرضا زمانیان آدرس: http:// Ansartv.ir/?p=888 pic.twitter.com/qByxZspVLB,"[""شیخ علیرضامصلی نژاد"",""شهید غلامرضا زمانیان""]",true,annotator1
#مناظره به صورت #تولیدی #پخش خواهد شد. #علی_برکت_الله,"[""مناظره""]",true,annotator1
#افتخار یعنی اجازه بدی #سرمایه گذار خارجی پوز #تولیدی ها و #شرکت های #داخلی رو به خاک بماله,"[""سرمایه گذار خارجی"",""تولیدی ها و شرکت های داخلی""]",false,annotator1
هر #کارخانه و هر واحد #تولیدی را به یک #کانون #خیزش تبدیل کنید ایرا ن نه به #انتخابات #سرنگونی https://www. instagram.com/p/BTEAM7IgIzj/,"[""واحد تولیدی"",""کانون خیزش"",""کارخانه""]",true,annotator1
وزیر #ارتباطات از ظرفیت خوب #اقتصاد #ایران برای توسعه #خدمات #تولیدی خبر داد. شرح خبر: http:// b2q.ir/HdYdY pic.twitter.com/uSUzrUaAtL,"[""وزیر ارتباطات"",""اقتصاد ایران"",""توسعه خدمات تولیدی""]",true,annotator1
#برعکس : به‌جای اینکه #یارانه‌های_نقدی را اضافه کنیم، آن را در بخش‌های #تولیدی و خدمات اجتماعی بردیم. #من_نگفتم pic.twitter.com/eCwrwcS3P2,"[""یارانه‌های نقدی"",""تولیدی و خدمات اجتماعی""]",true,annotator1
#ایران - #کاهش #ظرفیت #بخش‌های #تولیدی در یکسال گذشته از۴۰ #درصدبه ۲۰ درصد.ادامه مطلب http:// u2s.ir/dfDMz9 درتلگرام https:// telegram.me/IranKargar pic.twitter.com/YfaJnTzOGl,"[""ایران"",""کاهش ظرفیت بخش‌های تولیدی""]",true,annotator1
#ایران - #کاهش #ظرفیت #بخش‌های #تولیدی در یک #سال گذشته از ۴۰ #درصد به ۲۰ درصد روزنامه حکومتی سیاست با عنوان ”مهر... http:// fb.me/12M5tBFmo,"[""کاهش ظرفیت بخش‌های تولیدی"",""روزنامه حکومتی سیاست""]",true,annotator1
#ایران - #کاهش #ظرفیت #بخش‌های #تولیدی در یک #سال گ#ذشته از ۴۰ #درصد به ۲۰ درصد روزنامه حکومتی سیاست با عنوان ”مهر... http:// fb.me/Vf0NeTuB,"[""کاهش ظرفیت بخش‌های تولیدی"",""روزنامه حکومتی سیاست""]",true,annotator1
دولت تدبیر و امید به ۲۴ هزار بنگاه #تولیدی مشکل دار، ۱۷ هزار میلیارد تومان پول داد و فقط ۴۶ هزار شغل ایجاد شد یعنی برای ایجاد هر شغل چقدر؟,"[""دولت تدبیر و امید"","""",""بنگاه تولیدی""]",true,annotator1
به اون دسته از #دستفروش هایی که تولیدات و #دستکار های خودشون رو کنار خیابون میفروشن عنایت بیشتر کنید. کمک میشه به #تولیدی هر چند کوچکش,"[""دستفروش"",""تولیدی""]",false,annotator1
http:// rothencar.com/%d9%82%db%8c%d 9%85%d8%aa-%d8%a8%d9%87-%d8%b1%d9%88%d8%b2-%d9%84%d9%88%d9%84%d9%87-%d9%be%d9%84%db%8c-%d8%a7%d8%aa%db%8c%d9%84%d9%86/ … قیمت لوله پلی اتیلن را از رتن کار بخواهید #لوله #پلی_اتیلن #رتن_کار #کرج #تولیدی #صنعتی pic.twitter.com/I1ZDP8jIx9,"[""قیمت لوله پلی اتیلن"",""رتن کار""]",true,annotator1
#ایران - #اخراج #کارگران دو #واحد #تولیدی عمده ... ادامه مطلب http:// u2s.ir/zVB4c pic.twitter.com/4E7Rl36z7L,"[""اخراج کارگران دو واحد تولیدی""]",true,annotator1
رئیس #کنفدراسیون #صادرات #اتاق_ایران بسته حمایتی #تامین_اجتماعی از بنگاه های #تولیدی رونمایی می شود ادامه مطلب : https:// goo.gl/MyshzQ pic.twitter.com/LSVCeh6tme,"[""رئیس کنفدراسیون صادرات"",""بسته حمایتی تامین اجتماعی""]",true,annotator1
#كار دو تا حالته: يا كار #توليدى هست كه نتيجه يه محصول هست مثل كشاورزى و يا توليدى يا كار #خدماتى هست كه نتيجه انجام يه كاره مثل مسافربرى,"[""كار توليدى"",""كار خدماتى""]",false,annotator1
به این #صداوسیما بگین اول این خبرهای #تولیدی رو با هم هماهنگ کنن بعد علنی کنن هی سوتی ندن مرسی اه,"[""صداوسیما"",""خبرهای تولیدی""]",false,annotator1
#پلاسکو يه #روايت نابي بود از دوران طلوع كارخانه نساجي ايران زماني كه #توليدي هاي پوشاك اونقدر رونق داشتن كه #پيرنگ اين #داستان قوت بگيره...,"[""پلاسکو"",""دوران طلوع كارخانه نساجي ايران"",""توليدي هاي پوشاك""]",false,annotator1
از #تولیدی و #کارگاه های کوچک حمایت کنیم. اینا توان کارآفرینی بالایی دارن و می‌تونن با هزینه‌های مناسب کار کنن و نیروی کار استخدام کنن. https:// twitter.com/sadafahi/statu s/889403651827138560 …,"[""تولیدی و کارگاه های کوچک"",""توان کارآفرینی بالایی"",""هزینه‌های مناسب""]",false,annotator1
#سیستم_بانکی #سیستم #ارج #تولیدی #بانکی چرا بنگاهداری بانکها محکوم به شکست است؟ http:// roozame.com/detail/4073649 ?r=67 …,"[""سیستم بانکی"",""بنگاهداری بانکها"","""",""محکوم به شکست""]",true,annotator1
#مشترک #تولیدی #طلا #نعمت‌زاده #ویتنام پیشنهاد کاهش ۶ درصدی مالیات ارزش افزوده طلا http:// roozame.com/detail/4035298 ?r=67 …,"[""تولیدی طلا"",""نعمت‌زاده"",""مالیات ارزش افزوده"",""ویتنام""]",true,annotator1
#واحدهای_تولیدی #تسهیلات #نوسازی #تولیدی ابلاغ دستورالعمل جدید تسهیلاتی/ نوسازی ۵ هزار واحد تولیدی http:// roozame.com/detail/3963541 ?r=67 …,"[""واحدهای تولیدی"",""تسهیلات نوسازی تولیدی"",""ابلاغ دستورالعمل جدید""]",true,annotator1
#گل #گل_آرایی #گلدان #جاگلدانی #تزیینی #دکوری #سازنده #سفارشی #خاص #لاکچری #باغ_گل #جوشکاری #آهنگری #تبلیغات #تولیدی #صنایع_دستی #صنایع_فلزی pic.twitter.com/QXNdEWBWMD,[],true,annotator1
سازنده و تولید خلاقانه ترین مصنوعات فلزی #فرفورژه #گالری #شمعدان #شمع #تبلیغات #تولیدی #دکوری #تزیینات #تزیینی #ferforzhe #ferforzhe2017 pic.twitter.com/oxAW3RGfev,"[""مصنوعات فلزی"",""سازنده و تولید ""]",true,annotator1
#تعطیلی ۷۵درصد از واحدهای #تولیدی #پوشاک کشور #irannc @ManotoNews @VOAIran @PahlaviReza @khamenei_ir @HassanRouhani @JZarif @bbcpersian pic.twitter.com/p4xpICY2wS,"[""واحدهای تولیدی"",""تعطیلی""]",true,annotator1
آیا میدانید که سیستم #فروش_مویرگی چقدر در افزایش #درآمد یک #کسب‌وکار #فروشگاه و #تولیدی کمک می‌کند؟ لینک نوشته: https:// tenthwindow.com/BlogDetail/Ind ex/26a7beee-0349-4d85-b59b-162c114f6e55 … pic.twitter.com/mN4Dde8O9q,"[""سیستم فروش"",""افزایش درآمد"",""کسب‌وکار فروشگاه و تولیدی""]",true,annotator1
#وزیر_صنعت #تولیدی #صنعتی #تسهیلات آغاز پرداخت تسهیلات ۳۰ هزار میلیارد تومانی به واحدهای تولیدی http:// roozame.com/detail/3802604 ?r=67 …,"[""وزیر صنعت تولیدی صنعتی"",""پرداخت تسهیلات"",""واحدهای تولیدی""]",true,annotator1
هاشمی_طبا به درستی اشاره کرد به #توریسم . راه حل مشکل اشتغال #توریسم هستش. ایران کشور #تولیدی نیست. #مناظره_سوم,"[""توریسم"",""مشکل اشتغال"",""ایران کشور تولیدی"",""هاشمی طبا""]",true,annotator1
هر #خانوار روستایی خود #کارگاه #تولیدی کوچکی بود که تمام نیاز خود را تامین می کرد و مازاد آن را در شهرها می فروخت.,"[""خانوار روستایی"",""کارگاه تولیدی""]",true,annotator1
#تهیه_و_تولید #گزارش از صفر تا صد #کارخانجات_صنعتی و #تولیدی در عرصه های #تولیدات ملی وغیره آماده همکاری با #شرکتها ، #کارخانجات pic.twitter.com/b4q0onCPxE,"[""تهیه و تولید "",""کارخانجات صنعتی و تولیدی"",""تولیدات ملی""]",true,annotator1
باهمین۲۰۰میلیونی که #دخترِ_مظلومِ_وزیر ،لباس واردکرده میتونست #تولیدی همون #لباس رو بزنه توکشور ولی چه کنیم که تفکر #فاسد و #منافع_شخصی حاکمه,"[""دخترِ مظلومِ وزیر"",""تفکر فاسد"",""منافع شخصی"",""تولیدی همون لباس""]",false,annotator1
ازجمله درمحيطای آموزشی #اداری #توليدی ،درگزينش #كارمندان يااخراج آنها،دركنترل دائمی رفت‌وآمد #زنان #جوانان درخيابان،ورودخودسرانه بخانه‌ مردم,"[""محيطای آموزشی اداری توليدی"",""گزينش كارمندان"",""کنترل دائمی رفت‌وآمد""]",false,annotator1
مورد داريم مقيم #كانادا هست اينجا براش بيمه رد ميشه و #سابقه_كار حساب ميشه بعد تو برخي واحد هاي #توليدي هنوز كارگرا #بيمه نيستند,"["" سابقه كار"","" مقيم كانادا"",""كارگرا"",""بيمه"",""واحد هاي توليدي""]",false,annotator1
#رونق #تولیدی #طرح_رونق_تولید #تسهيلات جزئیات کامل پرداخت تسهیلات به واحدهای تولیدی در سال ۹۶+ جدول http:// roozame.com/detail/4636744 ?r=67 …,"[""رونق تولیدی"",""پرداخت تسهیلات"",""واحدهای تولیدی""]",true,annotator1
۹ هزار واحد #تولیدی بلاتکلیف http://www. iranfreedom.org/fa/index.php/% D8%AC%D8%A7%D9%85%D8%B9%D9%87/2057-%DB%B9-%D8%AF%D9%84%D8%AE%D9%88%D8%B4-%DA%A9%D9%85%DB%8C%D8%B3%DB%8C%D9%88%D9%86-%D8%A7%D9%82%D8%AA%D8%B5%D8%A7%D8%AF%DB%8C-%D9%85%D8%AC%D9%84%D8%B3-%D8%B5%D9%86%D8%B9%D8%AA-%DA%A9%D8%B4%D8%A7%D9%88%D8%B1%D8%B2%DB%8C-%D8%AC%D9%88%D8%A7%D9%86-%DA%AF%DB%8C%D9%84%D8%A7%D9%86-%D9%87%D8%B2%D8%A7%D8%B1-%D9%88%D8%A7%D8%AD%D8%AF-%D8%AA%D9%88%D9%84%DB%8C%D8%AF%DB%8C-%D8%A8%D9%84%D8%A7%D8%AA%DA%A9%D9%84%DB%8C%D9%81 … همیشه از یک منفعت #سیاسی برای صاحبان قدرت پیروی می‌کند pic.twitter.com/23jvHOBklf,"[""واحد تولیدی"",""منفعت سیاسی"",""صاحبان قدرت""]",true,annotator1
بازگردانی واحدهای صنعتی و تولیدی در تملک بانک های استان سمنان https:// goo.gl/3V9hpg #بانک #تسهیلات #تولیدی,"[""بازگردانی واحدهای صنعتی و تولیدی"",""بانک های استان سمنان""]",true,annotator1
هم وطن عزیزی که #تولیدی #پوشاک داری بعد #مارک ترک میزنی روش، حداقل طوری بزن که موقع کندنش لباسه پاره نشه ما همینجوری وطنیتو قبول داریم,"[""تولیدی پوشاک"",""مارک ترک""]",false,annotator1
واحدهای #تولیدی #بدون_بازده در #اقتصاد_ایران http:// bit.ly/2xkW9GY,"[""واحدهای تولیدی  بدون بازده ""]",true,annotator1
واحدهای #تولیدی بدون #بازده در #اقتصاد #ایران http:// bit.ly/2xkW9GY,"[""واحدهای تولیدی بدون بازده""]",true,annotator1
واحدهای #تولیدی #بدون بازده در #اقتصاد_ایران http:// bit.ly/2xkW9GY,"[""واحدهای تولیدی بدون بازده""]",true,annotator1
رونمایی از 4 طرح تولیدی دانش بنیان تجاری شده https:// goo.gl/uWFEu7 #تولیدی #دانش_بنیان #رشت,"[""طرح تولیدی دانش بنیان""]",true,annotator1
افتتاح دو طرح کشاورزی و تولیدی در شهرستان بناب https:// goo.gl/CsvPqC #افتتاح #بناب #تولیدی,"[""طرح کشاورزی و تولیدی"",""شهرستان بناب""]",true,annotator1
افتتاح چندین طرح عمرانی،خدماتی در مناطق مختلف استان اردبیل https:// goo.gl/9ktNfS #اردبیل #تولیدی #خدماتی,"[""طرح عمرانی،خدماتی"",""استان اردبیل""]",true,annotator1
تولزار چیست؟ تولزار شبکه گسترده برای همکاری تولیدکنندگان، واردکنندگان و اصناف و بازاریان ایران می باشد. #نمایندگی #تولیدی #درخواست_نمایندگی,"[""تولزار"",""همکاری تولیدکنندگان، واردکنندگان و اصناف و بازاریان"",""ایران""]",true,annotator1
زنجان در جمع برترین تولید کنندگان زرد آلو در کشور https:// goo.gl/4DRr4s #اقتصادی #تولیدی #خبر,"[""تولید کنندگان زرد آلو"",""زنجان ""]",true,annotator1
اینهمه هیاهو در مورد کارخونه #چسب_هل برام بی معنیه! تنها نتیجه این حاشیه‌ها تعطیلی یه کارخونه #تولیدی که اشتغال ایجاد کرده خواهد بود. pic.twitter.com/7ZMHe6Xt1R,"[""کارخونه چسب"",""تعطیلی یه کارخونه""]",false,annotator1
#مسابقه_عکس_نوشته_نمازی | طراح مینا نادری آثار گرافیکی و #تولیدی خود را به آی‌دی کانال بفرستید. @namaz51 @namaz_sadaf pic.twitter.com/JeipXilKXx,"[""مسابقه عکس"",""آثار گرافیکی""]",true,annotator1
خود #مایکل_فلیپس میره از #منیریه مایوی ۱۰ هزار تومنی #تولیدی حسن و شرکا میخره اونوقت #ملت … https://www. instagram.com/p/BiFEdP1ltls/,"[""مایکل فلیپس"",""تولیدی حسن و شرکا""]",false,annotator1
#هەنگاو : با بالا گرفتن روند #تعطیلی کارگاهها و #کارخانەهای #تولیدی و #صنعتی ، نمایندگی شرکت ایران خودرو در شهر #مهران در استان #ایلام تعطیل و ۲٠ از جوانان این شهر #بیکار شدند. https:// hengaw.net/fa/news/%D8%A8 %DB%8C%DA%A9%D8%A7%D8%B1-%D8%B4%D8%AF%D9%86-%D9%86%D9%81%D8%B1-%D8%AF%D8%B1-%D9%85%D9%87%D8%B1%D8%A7%D9%86-%D8%A8%D9%87-%D8%AF%D9%84%DB%8C%D9%84-%D8%AA%D8%B9%D8%B7%DB%8C%D9%84%DB%8C-%D9%86%D9%85%D8%A7%DB%8C%D9%86%D8%AF%DA%AF%DB%8C-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86-%D8%AE%D9%88%D8%AF%D8%B1%D9%88 … pic.twitter.com/mOClOoT2K0,"[""تعطیلی کارگاهها و کارخانەهای تولیدی و صنعتی"",""نمایندگی شرکت ایران خودرو""]",true,annotator1
کارخانه متالوژی پودر قزوین به دلیل #بحران_مالی تعطیل شد و 150 #کارگر بینوایی که تا چند روز پیش دربه‌در گرفتن چند ماه #حقوق عقب‌افتاده خود بودند رسماً بی‌کار شدند. واحدهای #تولیدی و #صنعتی کشورمان یکی پس از دیگری #تعطیل و #ورشکسته می‌شوند و کارگران و کارمندان آنها از کار #بیکار !,"[""کارخانه متالوژی پودر قزوین"",""بحران مالی"",""کارگر بینوایی"",""حقوق عقب‌افتاده"",""واحدهای تولیدی و صنعتی"",""تعطیل و ورشکسته""]",true,annotator1
ما داریم #هزینه میدیم بابت لجاجت و یک دندگی یه عده؛مشکل اینجاست که این هزینه فقط از جیب قشر ضعیف و کم درآمد میره. تو که عرضه نگهداشتن ارزش پولتو در برابر #دلار نداری به چی خودت دلخوشی.افتخارت فقط شده دشمنی با آمریکا،یه کم هم از افتخارات #اقتصادی ، #تولیدی ، #صنعتی بگو.,"[""لجاجت و یک دندگی"",""قشر ضعیف و کم"",""دشمنی با آمریکا"",""افتخارات اقتصادی""]",false,annotator1
اخبار خوش مالیاتی برای تولیدکنندگان https:// goo.gl/St2oEC #ارزش_افزوده #تولیدکننده #تولیدی #کمیسیون_اقتصادی #مالیات pic.twitter.com/SVdzkQDHNT,"[""تولیدکنندگان"",""اخبار خوش مالیاتی""]",true,annotator1
#اقتصاد_دولتی بخاطر عدم #بهره_وری باعث #ضرر و #زیان و #عقب_ماندگی اقتصادی میشه #اجازه بدیم #تولیدی های #خصوصی پا بگیرن و #پیشرفت کنن,"[""اقتصاد دولتی"",""عدم بهره وری"",""عقب ماندگی اقتصادی"",""تولیدی های خصوصی""]",false,annotator1
کارخانه‌های تولیدی در قندوز نیاز به توجه حکومت دارند #کار_خانه #تولیدی #قندوز #حکومت . http:// chekad.tv/%da%a9%d8%a7%d 8%b1%d8%ae%d8%a7%d9%86%d9%87%e2%80%8c%d9%87%d8%a7%db%8c-%d8%aa%d9%88%d9%84%db%8c%d8%af%db%8c-%d8%af%d8%b1-%d9%82%d9%86%d8%af%d9%88%d8%b2-%d9%86%db%8c%d8%a7%d8%b2-%d8%a8%d9%87-%d8%aa/ … pic.twitter.com/fEbh4Pm9Dn,"[""کارخانه‌های تولیدی"",""توجه حکومت"",""قندوز""]",true,annotator1
رئیس اتاق ایران معتقد است که #سرمایه در گردش بنگاه‌های #تولیدی پاسخگوی شرایط فعلی نیست، پیشنهاد داد تا میزان این سرمایه اصلاح شود. به اعتقاد رئیس اتاق ایران بنگاه‌های تولیدی حداقل 3 برابر گذشته نیازمند سرمایه در گردش هستند.,"[""گردش بنگاه‌های تولیدی"",""رئیس اتاق ایران "",""سرمایه""]",true,annotator2
#رئیس_اتحادیه فروشندگان #لوازم_تحریر : #جوهر_خودکارهای #تولیدی در #گمرک مانده و #قیمت #لوازم_تحریر #افزایش 60 درصدی خواهد داشت حتی #جوهر_خودکار و هم وارد میکنن ! امسال با پر کفتر و ترکیب تف جزوه بنویسید #لوازم_التحرير #جوهر_خودكار #گراني #ايران #آزادي #دروغ #عوام_فريبي #تحريم,"[""قیمت لوازم تحریر"",""رئیس اتحادیه فروشندگان لوازم تحریر""]",false,annotator2
"""#ایران - #فیلم #تجمع #کارکنان #شرکت #ملی #صنعتی #فولاد #اهوازخواهان دریافت ٥ماه #حقوق #معوقه و""""تعیین تکلیف مالکیت شرکت توسط #قوه قضاییه pic.twitter.com/RJFqzlTK6j""","[""تجمع کارکنان"",""شرکت ملی صنعتی فولاد"",""حقوق معوقه"",""تعیین تکلیف مالکیت شرکت""]",true,annotator1
"""#ایران - #تجمع #کارکنان #شرکت #ملی #صنعتی #فولاد #اهواز . #کارکنان خواهان دریافت ٥ماه #حقوق #معوقه و""""تعیین تکلیف مالکیت شرکت توسط #قوه قضاییه pic.twitter.com/vmO3SiAYTO""",[],true,annotator1
تجمع امروز کارکنان شرکت ملی #صنعتی #فولاد #ایران روبروی استانداری اهواز بدلیل ٥ماه حقوق معوقه و تعیین تکلیف... http:// fb.me/1fKDwB7v9,"[""تجمع امروز کارکنان"",""شرکت ملی صنعتی"",""استانداری اهواز"",""حقوق معوقه""]",true,annotator1
بررسی رویدادهای صنعت #اسکلت_بیرونی و #رباتیک پوشیدنی در سال۲۰۱۶: http:// exos.ir/?p=6157 #ربات #توانبخشی #پزشکی #صنعتی #تجاری #فناوری_پوشیدنی pic.twitter.com/Ryiag2isf0,"["" صنعت اسکلت بیرونی""]",true,annotator2
#ايران اعتراف به تعطیلی ۵۰ درصد شهرک‌های #صنعتی در ایران http:// dlvr.it/NLCTPH #Iran https:// twitter.com/pmoiran/status /829984457977311232 …,"[""اعتراف به تعطیلی"",""شهرک‌های صنعتی"",""ایران""]",true,annotator1
فکن امریکاو متحدانش بخاطراین که ماپرچم امریکا روآتیش زدیم بهمون حمله کنن روسیه وچین هم بخاطرمابیان وسط جنگ بعدجنگ جهانی راه بیوفته #صنعتی pic.twitter.com/SgOc0631zO,"[""پرچم امریکا"",""آتیش"",""روسیه"",""چین"",""جنگ جهانی""]",false,annotator3
#ايران -پس لرزه های فاجعه #پلاسکو ,"[""فاجعه پلاسکو""]",true,annotator4
کل دنیا قاط زدن #سنتی #صنعتی https:// twitter.com/euronews_pe/st atus/827512825899790336 …,[],false,annotator4
#ايران - #بیکار شدن ۲۰ هزار #نفر در اولین #استان #صنعتی #کشور طی ۶ ماه... ادامه مطلب http:// u2s.ir/DPVkvR pic.twitter.com/7Y06jG5u95,"[""بیکار شدن"",""ايران""]",true,annotator3
هزار بار گفتم مواد #صنعتی و #سنتی رو باهم نزنید! بیا اینم نتیجش!! #حسام_الدین_آشنا pic.twitter.com/HNmvqq9fde,"[""صنعتی و سنتی""]",false,annotator1
#ايران با آمدن #دونالد_ترامپ رشد شاخص #صنعتی داوجونز در بورس #نیویورک رکورد شکست http:// dlvr.it/NCPJw7 #Iran pic.twitter.com/fDgFgM2ebG,"[""دونالد ترامپ"",""رشد شاخص صنعتی"",""بورس نیویورک""]",true,annotator1
#ايران با آمدن دونالد ترامپ رشد شاخص #صنعتی داوجونز در بورس نیویورک رکورد شکست http:// dlvr.it/NCPJw7 #Iran pic.twitter.com/ja052AGvh8,"[""دونالد ترامپ"",""شاخص صنعتی داوجونز"",""بورس نیویورک""]",true,annotator1
#شهرداري خونه ها رو رنگ زده كه خوشگل شن؛ #زاهدان #شيرآباد #سنتي #صنعتي #سفرنامه pic.twitter.com/TUVfrCH87v,"[""شهرداري""]",false,annotator1
هرگز #صنعتی و #سنتی را با هم قاطی نکنید #ShutUpNetanyahu,"[""صنعتی و سنتی""]",true,annotator1
سردار تکرار میکنم مواد #صنعتی را با مواد #سنتی مخلوط نکنیم,"[""رضا قلدر"","" شهردار وشهرساز"",""مواد سنتی""]",true,annotator1
اینایی که از رضا قلدر بت ساختن الان میگن نظامی نمیتونه شهردار وشهرساز باشه! عمو#فازت چیه؟ باز #صنعتی و#سنتی رو باهم زدی؟ #پلاسکو,"[""رضا قلدر"","" شهردار وشهرساز"",""صنعتی وسنتی""]",false,annotator1
فروش #سوله #استاندارد #نوساز #بهداشتی در #منطقه #صنعتی کد350 #سایت_مسکن_صناعی #ملارد_ویلا_جنوبی #باغ #ویلا ... http:// fb.me/8ZbyTYZRA,"[""فروش سوله"",""منطقه صنعتی""]",true,annotator1
رئیس #اتاق_بازرگانی :30 درصد از واحدهای #صنعتی استان #سمنان با معضل #کمبود_آب مواجه است @IRNASEMNAN pic.twitter.com/1zavYD6n8R,"[""واحدهای صنعتی استان سمنان"",""معضل کمبود آب""]",true,annotator3
تورو به مقدسات اگر #صنعتی و #سنتی رو با هم میزنید حداقل همتون از ساقی #تتلو نگیرید.... #آبستن_شدیم_از_بلاهتتون .... pic.twitter.com/vSMZvhELiH,"[""صنعتی و سنتی"",""ساقی تتلو"",""بلاهت""]",false,annotator3
بازی مزرعه شمالی برای اندروید – بازی ایرانی http:// shomalgardi.com/9053/%d8%a8%d8 %a7%d8%b2%db%8c-%d9%85%d8%b2%d8%b1%d8%b9%d9%87-%d8%b4%d9%85%d8%a7%d9%84%db%8c … pic.twitter.com/MUAa8CuNFV,"[""بازی مزرعه شمالی"",""اندروید""]",true,annotator1
دکتر جان شما روش های جدید مهندسی پزشکی مثل یادگیری ماشین رو بررسی کن اونوقت دستت میاد که دنیای علم تشنه جمع آوری همین تجربیات شخصیه https:// twitter.com/TohidAzizi1357 /status/924203898671456256 …,"[""یادگیری ماشین"",""مهندسی پزشکی""]",false,annotator1
دو موردی که واسه شروع کمک میکنن: ۱- باید الگوریتم رو طوری نوشت که بشه پردازش رو تقسیم‌بندی کرد. مثلا از حالت ۱۰۱ پردازش کن تا ۲۰۰ ۲- میشه با روش‌های یادگیری ماشین از خروجی‌های برفکی جلوگیری کرد.,"[""یادگیری ماشین"",""الگوریتم""]",true,annotator2
حالا بازم میگم، درسته حالت‌های خیلی خیلی خیلی زیاده ولی نهایت و پایان داره. مطمئنا میشه با استفاده از یادگیری ماشین و حذف تصاویر بی معنی نتایج شگفت انگیزی گرفت. برای این یه برنامه کوچیک با پایتون نوشتم ۲ سال پیش ولی به دلیل کمبود وقت همونطور موند :( https:// github.com/sajjadrad/imag ep …,"[""یادگیری ماشین"",""پایتون""]",false,annotator1
شرکت‌ها برای راهکارهای امنیتی به‌طور فزاینده‌ای به یادگیری ماشین متمایل می‌شوند http:// ift.tt/2izNFp7,"[""راهکارهای امنیتی"",""یادگیری ماشین""]",true,annotator1
یادگیری ماشین یک مرداب بالقوه امنیت است http:// ift.tt/2ljeEXa,"[""یادگیری ماشین"",""مرداب بالقوه امنیت""]",true,annotator1
آمار و احتمال هم حساب کنید. من خودم تو شبکه های عصبی و یادگیری ماشین مطالب ریاضی 2 و آنالیز عددی خیلی بدردم خورد,"[""شبکه های عصبی"","" یادگیری ماشین"","" آنالیز عددی"",""آمار و احتمال""]",true,annotator1
